word	pos	cefr	cefr_all	list
a, an	indefinite article	A1	A1	oxford3000
abandon	v	B2	B2	oxford3000
ability	n	A2	A2	oxford3000
able	adj	A2	A2	oxford3000
abolish	v	C1	C1	oxford5000
abortion	n	C1	C1	oxford5000
about	prep|adv	A1	A1	oxford3000
above	prep|adv	A1	A1	oxford3000
abroad	adv	A2	A2	oxford3000
absence	n	C1	C1	oxford5000
absent	adj	C1	C1	oxford5000
absolute	adj	B2	B2	oxford3000
absolutely	adv	B1	B1	oxford3000
absorb	v	B2	B2	oxford5000
abstract	adj	B2	B2	oxford5000
absurd	adj	C1	C1	oxford5000
abundance	n	C1	C1	oxford5000
abuse	n|v	C1	C1	oxford5000
academic	adj|n	B1	B1|B2	oxford3000
academy	n	C1	C1	oxford5000
accelerate	v	C1	C1	oxford5000
accent	n	B2	B2	oxford5000
accept	v	A2	A2	oxford3000
acceptable	adj	B2	B2	oxford3000
acceptance	n	C1	C1	oxford5000
access	n|v	B1	B1	oxford3000
accessible	adj	C1	C1	oxford5000
accident	n	A2	A2	oxford3000
accidentally	adv	B2	B2	oxford5000
accommodate	v	B2	B2	oxford5000
accommodation	n	B1	B1	oxford3000
accompany	v	B2	B2	oxford3000
accomplish	v	B2	B2	oxford5000
accomplishment	n	C1	C1	oxford5000
accordance	n	C1	C1	oxford5000
according to	prep	A2	A2	oxford3000
accordingly	adv	C1	C1	oxford5000
account	n|v	B1	B1|B2	oxford3000
accountability	n	C1	C1	oxford5000
accountable	adj	C1	C1	oxford5000
accountant	n	B2	B2	oxford5000
accumulate	v	C1	C1	oxford5000
accumulation	n	C1	C1	oxford5000
accuracy	n	B2	B2	oxford5000
accurate	adj	B2	B2	oxford3000
accurately	adv	B2	B2	oxford5000
accusation	n	C1	C1	oxford5000
accuse	v	B2	B2	oxford3000
accused	n	C1	C1	oxford5000
achieve	v	A2	A2	oxford3000
achievement	n	B1	B1	oxford3000
acid	n|adj	B2	B2|C1	oxford5000
acknowledge	v	B2	B2	oxford3000
acquire	v	B2	B2	oxford3000
acquisition	n	C1	C1	oxford5000
acre	n	C1	C1	oxford5000
across	prep|adv	A1	A1	oxford3000
act	v|n	A2	A2|B1	oxford3000
action	n	A1	A1	oxford3000
activate	v	B2	B2	oxford5000
activation	n	C1	C1	oxford5000
active	adj	A2	A2	oxford3000
activist	n	C1	C1	oxford5000
activity	n	A1	A1	oxford3000
actor	n	A1	A1	oxford3000
actress	n	A1	A1	oxford3000
actual	adj	B2	B2	oxford3000
actually	adv	A2	A2	oxford3000
acute	adj	C1	C1	oxford5000
ad	n	B1	B1	oxford3000
adapt	v	B2	B2	oxford3000
adaptation	n	C1	C1	oxford5000
add	v	A1	A1	oxford3000
addiction	n	B2	B2	oxford5000
addition	n	B1	B1	oxford3000
additional	adj	B2	B2	oxford3000
additionally	adv	B2	B2	oxford5000
address	n|v	A1	A1|B2	oxford3000
adequate	adj	B2	B2	oxford5000
adequately	adv	B2	B2	oxford5000
adhere	v	C1	C1	oxford5000
adjacent	adj	C1	C1	oxford5000
adjust	v	B2	B2	oxford5000
adjustment	n	C1	C1	oxford5000
administer	v	C1	C1	oxford5000
administration	n	B2	B2	oxford3000
administrative	adj	C1	C1	oxford5000
administrator	n	C1	C1	oxford5000
admire	v	B1	B1	oxford3000
admission	n	C1	C1	oxford5000
admit	v	B1	B1	oxford3000
adolescent	n	C1	C1	oxford5000
adopt	v	B2	B2	oxford3000
adoption	n	C1	C1	oxford5000
adult	n|adj	A1	A1|A2	oxford3000
advance	n|v|adj	B2	B2	oxford3000
advanced	adj	B1	B1	oxford3000
advantage	n	A2	A2	oxford3000
adventure	n	A2	A2	oxford3000
adverse	adj	C1	C1	oxford5000
advertise	v	A2	A2	oxford3000
advertisement	n	A2	A2	oxford3000
advertising	n	A2	A2	oxford3000
advice	n	A1	A1	oxford3000
advise	v	B1	B1	oxford3000
advocate	n|v	C1	C1	oxford5000
aesthetic	adj	C1	C1	oxford5000
affair	n	B2	B2	oxford3000
affect	v	A2	A2	oxford3000
affection	n	C1	C1	oxford5000
afford	v	B1	B1	oxford3000
affordable	adj	B2	B2	oxford5000
afraid	adj	A1	A1	oxford3000
after	prep|conj|adv	A1	A1|A2	oxford3000
aftermath	n	C1	C1	oxford5000
afternoon	n	A1	A1	oxford3000
afterwards	adv	B2	B2	oxford3000
again	adv	A1	A1	oxford3000
against	prep	A2	A2	oxford3000
age	n|v	A1	A1|B1	oxford3000
aged	adj	B1	B1	oxford3000
agency	n	B2	B2	oxford3000
agenda	n	B2	B2	oxford3000
agent	n	B1	B1	oxford3000
aggression	n	C1	C1	oxford5000
aggressive	adj	B2	B2	oxford3000
ago	adv	A1	A1	oxford3000
agree	v	A1	A1	oxford3000
agreement	n	B1	B1	oxford3000
agricultural	adj	C1	C1	oxford5000
agriculture	n	B2	B2	oxford5000
ah	exclam	A2	A2	oxford3000
ahead	adv	B1	B1	oxford3000
aid	n|v	B2	B2	oxford3000
aide	n	C1	C1	oxford5000
aids	n	B2	B2	oxford5000
aim	v|n	B1	B1	oxford3000
air	n	A1	A1	oxford3000
aircraft	n	B2	B2	oxford3000
airline	n	A2	A2	oxford3000
airport	n	A1	A1	oxford3000
alarm	n|v	B1	B1|B2	oxford3000
albeit	conj	C1	C1	oxford5000
album	n	B1	B1	oxford3000
alcohol	n	B1	B1	oxford3000
alcoholic	adj	B1	B1	oxford3000
alert	v|n|adj	C1	C1	oxford5000
alien	n|adj	B2	B2|C1	oxford5000
align	v	C1	C1	oxford5000
alignment	n	C1	C1	oxford5000
alike	adv|adj	C1	C1	oxford5000
alive	adj	A2	A2	oxford3000
all	det|pron|adv	A1	A1|A2	oxford3000
all right	adj|adv|exclam	A2	A2	oxford3000
allegation	n	C1	C1	oxford5000
allege	v	C1	C1	oxford5000
allegedly	adv	C1	C1	oxford5000
alliance	n	C1	C1	oxford5000
allocate	v	C1	C1	oxford5000
allocation	n	C1	C1	oxford5000
allow	v	A2	A2	oxford3000
allowance	n	C1	C1	oxford5000
ally	n	C1	C1	oxford5000
almost	adv	A2	A2	oxford3000
alone	adj|adv	A2	A2	oxford3000
along	prep|adv	A2	A2	oxford3000
alongside	prep	B2	B2	oxford5000
already	adv	A2	A2	oxford3000
also	adv	A1	A1	oxford3000
alter	v	B2	B2	oxford3000
alternative	n|adj	A2	A2|B1	oxford3000
although	conj	A2	A2	oxford3000
altogether	adv	B2	B2	oxford5000
aluminium	n	C1	C1	oxford5000
always	adv	A1	A1	oxford3000
amateur	adj|n	C1	C1	oxford5000
amazed	adj	B1	B1	oxford3000
amazing	adj	A1	A1	oxford3000
ambassador	n	C1	C1	oxford5000
ambition	n	B1	B1	oxford3000
ambitious	adj	B1	B1	oxford3000
ambulance	n	B2	B2	oxford5000
amend	v	C1	C1	oxford5000
amendment	n	C1	C1	oxford5000
amid	prep	C1	C1	oxford5000
among	prep	A2	A2	oxford3000
amount	n|v	A2	A2|B2	oxford3000
amusing	adj	B2	B2	oxford5000
analogy	n	C1	C1	oxford5000
analyse	v	B1	B1	oxford3000
analysis	n	B1	B1	oxford3000
analyst	n	B2	B2	oxford5000
ancestor	n	B2	B2	oxford5000
anchor	n	C1	C1	oxford5000
ancient	adj	A2	A2	oxford3000
and	conj	A1	A1	oxford3000
angel	n	C1	C1	oxford5000
anger	n	B2	B2	oxford3000
angle	n	B2	B2	oxford3000
angry	adj	A1	A1	oxford3000
animal	n	A1	A1	oxford3000
animation	n	B2	B2	oxford5000
ankle	n	A2	A2	oxford3000
anniversary	n	B2	B2	oxford3000
announce	v	B1	B1	oxford3000
announcement	n	B1	B1	oxford3000
annoy	v	B1	B1	oxford3000
annoyed	adj	B1	B1	oxford3000
annoying	adj	B1	B1	oxford3000
annual	adj	B2	B2	oxford3000
annually	adv	B2	B2	oxford5000
anonymous	adj	C1	C1	oxford5000
another	det|pron	A1	A1	oxford3000
answer	n|v	A1	A1	oxford3000
anticipate	v	B2	B2	oxford5000
anxiety	n	B2	B2	oxford5000
anxious	adj	B2	B2	oxford3000
any	det|pron|adv	A1	A1|A2	oxford3000
any more	adv	A2	A2	oxford3000
anybody	pron	A2	A2	oxford3000
anyone	pron	A1	A1	oxford3000
anything	pron	A1	A1	oxford3000
anyway	adv	A2	A2	oxford3000
anywhere	adv|pron	A2	A2	oxford3000
apart	adv	B1	B1	oxford3000
apartment	n	A1	A1	oxford3000
apologize	v	B1	B1	oxford3000
apology	n	B2	B2	oxford5000
app	n	A2	A2	oxford3000
apparatus	n	C1	C1	oxford5000
apparent	adj	B2	B2	oxford3000
apparently	adv	B2	B2	oxford3000
appeal	n|v	B2	B2	oxford3000
appealing	adj	C1	C1	oxford5000
appear	v	A2	A2	oxford3000
appearance	n	A2	A2	oxford3000
appetite	n	C1	C1	oxford5000
applaud	v	C1	C1	oxford5000
apple	n	A1	A1	oxford3000
applicable	adj	C1	C1	oxford5000
applicant	n	B2	B2	oxford5000
application	n	B1	B1	oxford3000
apply	v	A2	A2	oxford3000
appoint	v	C1	C1	oxford5000
appointment	n	B1	B1	oxford3000
appreciate	v	B1	B1	oxford3000
appreciation	n	C1	C1	oxford5000
approach	n|v	B2	B2	oxford3000
appropriate	adj	B2	B2	oxford3000
appropriately	adv	B2	B2	oxford5000
approval	n	B2	B2	oxford3000
approve	v	B2	B2	oxford3000
approximately	adv	B1	B1	oxford3000
april	n	A1	A1	oxford3000
arbitrary	adj	C1	C1	oxford5000
architect	n	A2	A2	oxford3000
architectural	adj	C1	C1	oxford5000
architecture	n	A2	A2	oxford3000
archive	n	C1	C1	oxford5000
area	n	A1	A1	oxford3000
arena	n	C1	C1	oxford5000
arguably	adv	C1	C1	oxford5000
argue	v	A2	A2	oxford3000
argument	n	A2	A2	oxford3000
arise	v	B2	B2	oxford3000
arm	n|v	A1	A1|C1	oxford3000
armed	adj	B2	B2	oxford3000
arms	n	B2	B2	oxford3000
army	n	A2	A2	oxford3000
around	prep|adv	A1	A1	oxford3000
arrange	v	A2	A2	oxford3000
arrangement	n	A2	A2	oxford3000
array	n	C1	C1	oxford5000
arrest	v|n	B1	B1	oxford3000
arrival	n	B1	B1	oxford3000
arrive	v	A1	A1	oxford3000
arrow	n	B2	B2	oxford5000
art	n	A1	A1	oxford3000
article	n	A1	A1	oxford3000
articulate	v	C1	C1	oxford5000
artificial	adj	B2	B2	oxford3000
artist	n	A1	A1	oxford3000
artistic	adj	B2	B2	oxford3000
artwork	n	B2	B2	oxford5000
as	prep|adv|conj	A1	A1|A2	oxford3000
ash	n	C1	C1	oxford5000
ashamed	adj	B2	B2	oxford3000
aside	adv	B2	B2	oxford5000
ask	v	A1	A1	oxford3000
asleep	adj	A2	A2	oxford3000
aspect	n	B2	B2	oxford3000
aspiration	n	C1	C1	oxford5000
aspire	v	C1	C1	oxford5000
assassination	n	C1	C1	oxford5000
assault	n|v	C1	C1	oxford5000
assemble	v	C1	C1	oxford5000
assembly	n	C1	C1	oxford5000
assert	v	C1	C1	oxford5000
assertion	n	C1	C1	oxford5000
assess	v	B2	B2	oxford3000
assessment	n	B2	B2	oxford3000
asset	n	B2	B2	oxford5000
assign	v	B2	B2	oxford5000
assignment	n	B1	B1	oxford3000
assist	v	B1	B1	oxford3000
assistance	n	B2	B2	oxford5000
assistant	n|adj	A2	A2	oxford3000
associate	v	B2	B2	oxford3000
associated	adj	B2	B2	oxford3000
association	n	B2	B2	oxford3000
assume	v	B2	B2	oxford3000
assumption	n	B2	B2	oxford5000
assurance	n	C1	C1	oxford5000
assure	v	B2	B2	oxford5000
astonishing	adj	B2	B2	oxford5000
asylum	n	C1	C1	oxford5000
at	prep	A1	A1	oxford3000
athlete	n	A2	A2	oxford3000
atmosphere	n	B1	B1	oxford3000
atrocity	n	C1	C1	oxford5000
attach	v	B1	B1	oxford3000
attachment	n	B2	B2	oxford5000
attack	n|v	A2	A2	oxford3000
attain	v	C1	C1	oxford5000
attempt	n|v	B2	B2	oxford3000
attend	v	A2	A2	oxford3000
attendance	n	C1	C1	oxford5000
attention	n|exclam	A2	A2	oxford3000
attitude	n	B1	B1	oxford3000
attorney	n	C1	C1	oxford5000
attract	v	B1	B1	oxford3000
attraction	n	B1	B1	oxford3000
attractive	adj	A2	A2	oxford3000
attribute	v|n	C1	C1	oxford5000
auction	n	B2	B2	oxford5000
audience	n	A2	A2	oxford3000
audio	adj	B2	B2	oxford5000
audit	n	C1	C1	oxford5000
august	n	A1	A1	oxford3000
aunt	n	A1	A1	oxford3000
authentic	adj	C1	C1	oxford5000
author	n	A2	A2	oxford3000
authority	n	B1	B1	oxford3000
authorize	v	C1	C1	oxford5000
auto	n	C1	C1	oxford5000
automatic	adj	B2	B2	oxford5000
automatically	adv	B2	B2	oxford5000
autonomy	n	C1	C1	oxford5000
autumn	n	A1	A1	oxford3000
availability	n	C1	C1	oxford5000
available	adj	A2	A2	oxford3000
average	adj|n|v	A2	A2|B1	oxford3000
avoid	v	A2	A2	oxford3000
await	v	C1	C1	oxford5000
award	n|v	A2	A2|B1	oxford3000
aware	adj	B1	B1	oxford3000
awareness	n	B2	B2	oxford5000
away	adv	A1	A1	oxford3000
awful	adj	A2	A2	oxford3000
awkward	adj	B2	B2	oxford5000
baby	n	A1	A1	oxford3000
back	n|adv|adj|v	A1	A1|A2|B2	oxford3000
backdrop	n	C1	C1	oxford5000
background	n	A2	A2	oxford3000
backing	n	C1	C1	oxford5000
backup	n	C1	C1	oxford5000
backwards	adv	B1	B1	oxford3000
bacteria	n	B2	B2	oxford3000
bad	adj	A1	A1	oxford3000
badge	n	B2	B2	oxford5000
badly	adv	A2	A2	oxford3000
bag	n	A1	A1	oxford3000
bail	n	C1	C1	oxford5000
bake	v	B1	B1	oxford3000
balance	n|v	B1	B1	oxford3000
balanced	adj	B2	B2	oxford5000
ball	n	A1	A1	oxford3000
ballet	n	B2	B2	oxford5000
balloon	n	B2	B2	oxford5000
ballot	n	C1	C1	oxford5000
ban	v|n	B1	B1	oxford3000
banana	n	A1	A1	oxford3000
band	n	A1	A1	oxford3000
bank	n	A1	A1|B1	oxford3000
banner	n	C1	C1	oxford5000
bar	n|v	A2	A2|B2	oxford3000
bare	adj	C1	C1	oxford5000
barely	adv	B2	B2	oxford5000
bargain	n	B2	B2	oxford5000
barrel	n	C1	C1	oxford5000
barrier	n	B2	B2	oxford3000
base	n|v	B1	B1	oxford3000
baseball	n	A2	A2	oxford3000
based	adj	A2	A2	oxford3000
basement	n	B2	B2	oxford5000
basic	adj	B1	B1	oxford3000
basically	adv	B2	B2	oxford3000
basis	n	B1	B1	oxford3000
basket	n	B2	B2	oxford5000
basketball	n	A2	A2	oxford3000
bass	n	C1	C1	oxford5000
bat	n|v	B2	B2|C1	oxford5000
bath	n	A1	A1	oxford3000
bathroom	n	A1	A1	oxford3000
battery	n	B1	B1	oxford3000
battle	n|v	B1	B1|B2	oxford3000
battlefield	n	C1	C1	oxford5000
bay	n	C1	C1	oxford5000
be	v|auxiliary v	A1	A1	oxford3000
beach	n	A1	A1	oxford3000
beam	n	C1	C1	oxford5000
bean	n	A2	A2	oxford3000
bear	v|n	A2	A2|B2	oxford3000
beast	n	C1	C1	oxford5000
beat	v|n	A2	A2|B2	oxford3000
beautiful	adj	A1	A1	oxford3000
beauty	n	B1	B1	oxford3000
because	conj	A1	A1	oxford3000
become	v	A1	A1	oxford3000
bed	n	A1	A1	oxford3000
bedroom	n	A1	A1	oxford3000
bee	n	B1	B1	oxford3000
beef	n	A2	A2	oxford3000
beer	n	A1	A1	oxford3000
before	prep|conj|adv	A1	A1|A2	oxford3000
beg	v	B2	B2	oxford3000
begin	v	A1	A1	oxford3000
beginning	n	A1	A1	oxford3000
behalf	n	C1	C1	oxford5000
behave	v	A2	A2	oxford3000
behaviour	n	A2	A2	oxford3000
behind	prep|adv	A1	A1	oxford3000
being	n	B2	B2	oxford3000
belief	n	B1	B1	oxford3000
believe	v	A1	A1	oxford3000
bell	n	B1	B1	oxford3000
belong	v	A2	A2	oxford3000
beloved	adj	C1	C1	oxford5000
below	adv|prep	A1	A1	oxford3000
belt	n	A2	A2	oxford3000
bench	n	C1	C1	oxford5000
benchmark	n	C1	C1	oxford5000
bend	v|n	B1	B1	oxford3000
beneath	prep	C1	C1	oxford5000
beneficial	adj	B2	B2	oxford5000
beneficiary	n	C1	C1	oxford5000
benefit	n|v	A2	A2|B1	oxford3000
bent	adj	B2	B2	oxford3000
beside	prep	B2	B2	oxford5000
besides	prep|adv	B2	B2	oxford5000
best	adj|adv|n	A1	A1|A2	oxford3000
bet	v|n	B2	B2	oxford3000
betray	v	C1	C1	oxford5000
better	adj|adv|n	A1	A1|A2|B1	oxford3000
between	prep|adv	A1	A1|A2	oxford3000
beyond	prep|adv	B2	B2	oxford3000
bias	n	B2	B2	oxford5000
bicycle	n	A1	A1	oxford3000
bid	n|v	B2	B2	oxford5000
big	adj	A1	A1	oxford3000
bike	n	A1	A1	oxford3000
bill	n|v	A1	A1|B2	oxford3000
billion	number	A2	A2	oxford3000
bin	n	A2	A2	oxford3000
bind	v	C1	C1	oxford5000
biography	n	C1	C1	oxford5000
biological	adj	B2	B2	oxford5000
biology	n	A2	A2	oxford3000
bird	n	A1	A1	oxford3000
birth	n	A2	A2	oxford3000
birthday	n	A1	A1	oxford3000
biscuit	n	A2	A2	oxford3000
bishop	n	C1	C1	oxford5000
bit	n	A2	A2	oxford3000
bite	v|n	B1	B1	oxford3000
bitter	adj	B2	B2	oxford3000
bizarre	adj	C1	C1	oxford5000
black	adj|n	A1	A1	oxford3000
blade	n	C1	C1	oxford5000
blame	v|n	B2	B2	oxford3000
blank	adj|n	A2	A2	oxford3000
blanket	n	B2	B2	oxford5000
blast	n|v	C1	C1	oxford5000
bleed	v	C1	C1	oxford5000
blend	v|n	C1	C1	oxford5000
bless	v	C1	C1	oxford5000
blessing	n	C1	C1	oxford5000
blind	adj	B2	B2	oxford3000
block	n|v	B1	B1	oxford3000
blog	n	A1	A1	oxford3000
blonde	adj	A1	A1	oxford3000
blood	n	A2	A2	oxford3000
blow	v|n	A2	A2|B2	oxford3000
blue	adj|n	A1	A1	oxford3000
board	n|v	A2	A2|B1	oxford3000
boast	v	C1	C1	oxford5000
boat	n	A1	A1	oxford3000
body	n	A1	A1	oxford3000
boil	v	A2	A2	oxford3000
bold	adj	B2	B2	oxford5000
bomb	n|v	B1	B1	oxford3000
bombing	n	B2	B2	oxford5000
bond	n	B2	B2	oxford3000
bone	n	A2	A2	oxford3000
bonus	n	C1	C1	oxford5000
book	n|v	A1	A1|A2	oxford3000
booking	n	B2	B2	oxford5000
boom	n	C1	C1	oxford5000
boost	v|n	B2	B2	oxford5000
boot	n	A1	A1	oxford3000
border	n|v	B1	B1|B2	oxford3000
bored	adj	A1	A1	oxford3000
boring	adj	A1	A1	oxford3000
born	v	A1	A1	oxford3000
borrow	v	A2	A2	oxford3000
boss	n	A2	A2	oxford3000
both	det|pron	A1	A1	oxford3000
bother	v	B1	B1	oxford3000
bottle	n	A1	A1	oxford3000
bottom	n|adj	A2	A2	oxford3000
bounce	v	C1	C1	oxford5000
bound	adj	B2	B2	oxford5000
boundary	n	C1	C1	oxford5000
bow	v|n	C1	C1	oxford5000
bowl	n	A2	A2	oxford3000
box	n	A1	A1	oxford3000
boy	n	A1	A1	oxford3000
boyfriend	n	A1	A1	oxford3000
brain	n	A2	A2	oxford3000
branch	n	B1	B1	oxford3000
brand	n|v	B1	B1	oxford3000
brave	adj	B1	B1	oxford3000
breach	n|v	C1	C1	oxford5000
bread	n	A1	A1	oxford3000
break	v|n	A1	A1	oxford3000
breakdown	n	C1	C1	oxford5000
breakfast	n	A1	A1	oxford3000
breakthrough	n	C1	C1	oxford5000
breast	n	B2	B2	oxford3000
breath	n	B1	B1	oxford3000
breathe	v	B1	B1	oxford3000
breathing	n	B1	B1	oxford3000
breed	v|n	C1	C1	oxford5000
brick	n	B2	B2	oxford5000
bride	n	B1	B1	oxford3000
bridge	n	A2	A2	oxford3000
brief	adj	B2	B2	oxford3000
briefly	adv	B2	B2	oxford5000
bright	adj	A2	A2	oxford3000
brilliant	adj	A2	A2	oxford3000
bring	v	A1	A1	oxford3000
broad	adj	B2	B2	oxford3000
broadband	n	C1	C1	oxford5000
broadcast	v|n	B2	B2	oxford3000
broadcaster	n	B2	B2	oxford5000
broadly	adv	B2	B2	oxford5000
broken	adj	A2	A2	oxford3000
brother	n	A1	A1	oxford3000
brown	adj|n	A1	A1	oxford3000
browser	n	C1	C1	oxford5000
brush	v|n	A2	A2	oxford3000
brutal	adj	C1	C1	oxford5000
bubble	n	B1	B1	oxford3000
buck	n	C1	C1	oxford5000
buddy	n	C1	C1	oxford5000
budget	n	B2	B2	oxford3000
buffer	n	C1	C1	oxford5000
bug	n	B2	B2	oxford5000
build	v	A1	A1	oxford3000
building	n	A1	A1	oxford3000
bulk	n	C1	C1	oxford5000
bullet	n	B2	B2	oxford3000
bunch	n	B2	B2	oxford3000
burden	n	C1	C1	oxford5000
bureaucracy	n	C1	C1	oxford5000
burial	n	C1	C1	oxford5000
burn	v|n	A2	A2|B2	oxford3000
burst	v	C1	C1	oxford5000
bury	v	B1	B1	oxford3000
bus	n	A1	A1	oxford3000
bush	n	B2	B2	oxford3000
business	n	A1	A1	oxford3000
businessman	n	A2	A2	oxford3000
busy	adj	A1	A1	oxford3000
but	conj|prep	A1	A1|B2	oxford3000
butter	n	A1	A1	oxford3000
button	n	A2	A2	oxford3000
buy	v	A1	A1	oxford3000
by	prep|adv	A1	A1|B1	oxford3000
bye	exclam	A1	A1	oxford3000
cabin	n	B2	B2	oxford5000
cabinet	n	C1	C1	oxford5000
cable	n	B2	B2	oxford3000
cafe	n	A1	A1	oxford3000
cake	n	A1	A1	oxford3000
calculate	v	B2	B2	oxford3000
calculation	n	C1	C1	oxford5000
call	v|n	A1	A1	oxford3000
calm	adj|v|n	B1	B1	oxford3000
camera	n	A1	A1	oxford3000
camp	n|v	A2	A2	oxford3000
campaign	n|v	B1	B1	oxford3000
camping	n	A2	A2	oxford3000
campus	n	B1	B1	oxford3000
can	modal v|n	A1	A1|A2	oxford3000
canal	n	B2	B2	oxford5000
cancel	v	B2	B2	oxford3000
cancer	n	B2	B2	oxford3000
candidate	n	B1	B1	oxford3000
candle	n	B2	B2	oxford5000
cannot	v	A1	A1	oxford3000
canvas	n	C1	C1	oxford5000
cap	n	B1	B1	oxford3000
capability	n	C1	C1	oxford5000
capable	adj	B2	B2	oxford3000
capacity	n	B2	B2	oxford3000
capital	n|adj	A1	A1	oxford3000
capitalism	n	C1	C1	oxford5000
capitalist	adj	C1	C1	oxford5000
captain	n	B1	B1	oxford3000
capture	v|n	B2	B2	oxford3000
car	n	A1	A1	oxford3000
carbon	n	B2	B2	oxford5000
card	n	A1	A1	oxford3000
care	n|v	A2	A2	oxford3000
career	n	A1	A1	oxford3000
careful	adj	A2	A2	oxford3000
carefully	adv	A2	A2	oxford3000
careless	adj	B1	B1	oxford3000
cargo	n	C1	C1	oxford5000
carpet	n	A2	A2	oxford3000
carriage	n	C1	C1	oxford5000
carrot	n	A1	A1	oxford3000
carry	v	A1	A1	oxford3000
cartoon	n	A2	A2	oxford3000
carve	v	C1	C1	oxford5000
case	n	A2	A2	oxford3000
cash	n	A2	A2	oxford3000
casino	n	C1	C1	oxford5000
cast	n|v	B2	B2	oxford3000
castle	n	A2	A2	oxford3000
casual	adj	B2	B2	oxford5000
casualty	n	C1	C1	oxford5000
cat	n	A1	A1	oxford3000
catalogue	n	C1	C1	oxford5000
catch	v|n	A2	A2|B2	oxford3000
category	n	B1	B1	oxford3000
cater	v	C1	C1	oxford5000
cattle	n	C1	C1	oxford5000
cause	n|v	A2	A2	oxford3000
caution	n	C1	C1	oxford5000
cautious	adj	C1	C1	oxford5000
cave	n	B2	B2	oxford5000
cd	n	A1	A1	oxford3000
cease	v	C1	C1	oxford5000
ceiling	n	B1	B1	oxford3000
celebrate	v	A2	A2	oxford3000
celebration	n	B1	B1	oxford3000
celebrity	n	A2	A2	oxford3000
cell	n	B2	B2	oxford3000
cemetery	n	C1	C1	oxford5000
cent	n	A1	A1	oxford3000
central	adj	B1	B1	oxford3000
centre	n|v	A1	A1|B1	oxford3000
century	n	A1	A1	oxford3000
ceremony	n	B1	B1	oxford3000
certain	adj	A2	A2	oxford3000
certainly	adv	A2	A2	oxford3000
certainty	n	B2	B2	oxford5000
certificate	n	B2	B2	oxford5000
chain	n|v	B1	B1|B2	oxford3000
chair	n|v	A1	A1|B2	oxford3000
chairman	n	B2	B2	oxford3000
challenge	n|v	B1	B1|B2	oxford3000
challenging	adj	B2	B2	oxford5000
chamber	n	C1	C1	oxford5000
champion	n	B1	B1	oxford3000
championship	n	B2	B2	oxford5000
chance	n	A2	A2	oxford3000
change	v|n	A1	A1	oxford3000
channel	n	B1	B1	oxford3000
chaos	n	C1	C1	oxford5000
chapter	n	B1	B1	oxford3000
character	n	A2	A2	oxford3000
characteristic	n|adj	B2	B2	oxford3000
characterize	v	C1	C1	oxford5000
charge	n|v	B1	B1	oxford3000
charity	n	A2	A2	oxford3000
charm	n	C1	C1	oxford5000
charming	adj	B2	B2	oxford5000
chart	n|v	A1	A1|B2	oxford3000
charter	n	C1	C1	oxford5000
chase	v|n	B2	B2	oxford5000
chat	v|n	A2	A2	oxford3000
cheap	adj|adv	A1	A1|B1	oxford3000
cheat	v|n	B1	B1	oxford3000
check	v|n	A1	A1|A2	oxford3000
cheek	n	B2	B2	oxford5000
cheer	v|n	B2	B2	oxford5000
cheerful	adj	B1	B1	oxford3000
cheese	n	A1	A1	oxford3000
chef	n	A2	A2	oxford3000
chemical	adj|n	B1	B1	oxford3000
chemistry	n	A2	A2	oxford3000
chest	n	B1	B1	oxford3000
chicken	n	A1	A1	oxford3000
chief	adj|n	B2	B2	oxford3000
child	n	A1	A1	oxford3000
childhood	n	B1	B1	oxford3000
chip	n	A2	A2	oxford3000
chocolate	n	A1	A1	oxford3000
choice	n	A2	A2	oxford3000
choir	n	B2	B2	oxford5000
choose	v	A1	A1	oxford3000
chop	v	B2	B2	oxford5000
chronic	adj	C1	C1	oxford5000
chunk	n	C1	C1	oxford5000
church	n	A2	A2	oxford3000
cigarette	n	A2	A2	oxford3000
cinema	n	A1	A1	oxford3000
circle	n|v	A2	A2	oxford3000
circuit	n	B2	B2	oxford5000
circulate	v	C1	C1	oxford5000
circulation	n	C1	C1	oxford5000
circumstance	n	B2	B2	oxford3000
cite	v	B2	B2	oxford3000
citizen	n	B2	B2	oxford3000
citizenship	n	C1	C1	oxford5000
city	n	A1	A1	oxford3000
civic	adj	C1	C1	oxford5000
civil	adj	B2	B2	oxford3000
civilian	n|adj	C1	C1	oxford5000
civilization	n	B2	B2	oxford5000
claim	v|n	B1	B1	oxford3000
clarify	v	B2	B2	oxford5000
clarity	n	C1	C1	oxford5000
clash	n	C1	C1	oxford5000
class	n	A1	A1	oxford3000
classic	adj|n	B2	B2	oxford3000
classical	adj	A2	A2	oxford3000
classification	n	C1	C1	oxford5000
classify	v	B2	B2	oxford5000
classroom	n	A1	A1	oxford3000
clause	n	B1	B1	oxford3000
clean	adj|v	A1	A1	oxford3000
clear	adj|v	A2	A2|B1	oxford3000
clearly	adv	A2	A2	oxford3000
clerk	n	B2	B2	oxford5000
clever	adj	A2	A2	oxford3000
click	v|n	B1	B1	oxford3000
client	n	B1	B1	oxford3000
cliff	n	B2	B2	oxford5000
climate	n	A2	A2	oxford3000
climb	v|n	A1	A1|B1	oxford3000
cling	v	C1	C1	oxford5000
clinic	n	B2	B2	oxford5000
clinical	adj	C1	C1	oxford5000
clip	n	B2	B2	oxford5000
clock	n	A1	A1	oxford3000
close	v|n|adj|adv	A1	A1|A2|B1|B2	oxford3000
