word	pknown	prevalence	nobs
resuscitative	0.8313	0.946	409
resuscitator	0.9199	1.377	387
ret	0.1856	-0.882	404
retable	0.4300	-0.175	407
retag	0.7963	0.818	427
retail	0.9901	2.177	406
retailer	0.9977	2.445	440
retailing	0.9635	1.738	411
retain	0.9918	2.224	368
retainable	0.9908	2.193	433
retainer	0.9948	2.322	386
retaining	0.9946	2.312	368
retake	0.9797	1.958	443
retaliate	0.9898	2.169	394
retaliation	0.9899	2.171	398
retaliative	0.8187	0.898	375
retaliator	0.9377	1.501	385
retaliatory	0.9036	1.279	384
retard	0.9901	2.175	403
retardant	0.9619	1.720	420
retardate	0.4393	-0.151	453
retardation	0.9586	1.685	411
retarded	0.9949	2.324	391
retarder	0.6234	0.311	401
retarding	0.9096	1.313	387
retch	0.8530	1.034	415
retching	0.9275	1.427	138
retell	0.8564	1.049	397
retelling	0.9513	1.614	390
retender	0.4226	-0.193	381
retention	0.9924	2.241	396
retentive	0.9623	1.724	398
retentively	0.8520	1.030	250
retentiveness	0.9333	1.468	375
retest	0.9568	1.667	417
retexture	0.8106	0.869	433
rethink	0.9788	1.944	378
rethread	0.7979	0.824	381
reticence	0.8285	0.935	379
reticent	0.8673	1.097	437
reticently	0.7659	0.717	252
reticle	0.5296	0.073	372
reticular	0.8050	0.849	436
reticulate	0.8026	0.840	380
reticulated	0.8561	1.047	410
reticulation	0.7980	0.824	406
reticule	0.7333	0.616	420
reticulocyte	0.3291	-0.438	158
reticulum	0.7804	0.764	419
retie	0.5758	0.189	455
retighten	0.8913	1.213	414
retile	0.4811	-0.047	212
retime	0.4337	-0.165	415
retina	0.9910	2.201	446
retinaculum	0.3006	-0.517	163
retinal	0.9732	1.858	410
retinitis	0.6617	0.413	405
retinoblastoma	0.6760	0.452	392
retinoid	0.7019	0.524	426
retinol	0.8277	0.932	412
retinopathy	0.6772	0.455	381
retinue	0.6421	0.360	394
retire	0.9946	2.312	368
retired	0.9924	2.241	396
retiree	0.9740	1.870	423
retirement	1.0000	2.576	413
retiring	0.9950	2.328	400
retiringly	0.7101	0.548	238
retold	0.9783	1.935	414
retook	0.8411	0.985	384
retool	0.8689	1.104	366
retort	0.9837	2.031	430
retorted	0.9597	1.697	422
retouch	0.9649	1.754	399
retouching	0.9648	1.753	398
retour	0.6051	0.264	395
retrace	0.9894	2.157	377
retraceable	0.9698	1.813	430
retracement	0.6175	0.296	400
retract	0.9931	2.262	433
retractable	0.9926	2.247	406
retracted	0.9977	2.442	431
retractile	0.6176	0.296	408
retraction	0.9858	2.074	423
retractor	0.9653	1.758	432
retrain	0.9569	1.668	418
retraining	0.9832	2.021	416
retransfer	0.8125	0.876	416
retransform	0.6559	0.397	372
retransformation	0.8383	0.974	371
retranslate	0.8966	1.241	416
retranslation	0.8325	0.951	382
retransmission	0.8427	0.991	375
retransmit	0.8872	1.192	399
retread	0.8877	1.194	374
retreat	0.9975	2.434	402
retreater	0.8191	0.900	409
retreating	0.9951	2.332	409
retreatment	0.8617	1.072	412
retrench	0.8052	0.849	349
retrenchment	0.7630	0.707	405
retrial	0.9388	1.509	392
retribution	0.9892	2.151	369
retributive	0.8835	1.173	369
retributively	0.7269	0.597	249
retrievable	0.9900	2.172	399
retrievably	0.8561	1.047	264
retrieval	0.9902	2.177	407
retrieve	0.9953	2.341	430
retriever	0.9895	2.159	380
retro	0.9852	2.061	406
retroact	0.7577	0.691	388
retroaction	0.8627	1.076	386
retroactive	0.9598	1.697	373
retroactively	0.9767	1.910	386
retroactivity	0.9152	1.347	389
retrocede	0.5749	0.187	447
retrocession	0.5098	0.024	410
retrofit	0.9005	1.262	412
retroflection	0.6611	0.411	357
retroflex	0.6712	0.438	371
retroflexed	0.6423	0.361	369
retrograde	0.9680	1.791	438
retrogress	0.6075	0.270	400
retrogression	0.8069	0.855	435
retrogressive	0.7904	0.798	415
retrogressively	0.7095	0.546	241
retroperitoneal	0.4098	-0.226	427
retropharyngeal	0.5058	0.014	433
retrospect	1.0000	2.576	423
retrospection	0.9184	1.367	380
retrospective	0.9895	2.160	381
retrospectively	0.9798	1.961	397
retroversion	0.8173	0.893	394
retrovirus	0.9003	1.260	391
retry	0.9830	2.017	470
retsina	0.2531	-0.657	407
retted	0.1820	-0.896	423
retting	0.1884	-0.872	414
retune	0.8468	1.008	385
return	1.0000	2.576	391
returnable	0.9818	1.995	439
returned	0.9976	2.438	416
returnee	0.8373	0.970	424
returner	0.9106	1.319	436
retweet	0.8936	1.225	404
retying	0.8189	0.899	403
retype	0.9787	1.941	375
reuben	0.8194	0.901	443
reunification	0.9622	1.723	397
reunify	0.9263	1.419	434
reunion	0.9976	2.440	422
reunite	0.9945	2.311	366
reupholster	0.8232	0.915	379
reusable	0.9976	2.439	417
reuse	0.9852	2.061	405
reutilization	0.8021	0.838	389
reutilize	0.8157	0.887	445
rev	0.8058	0.851	448
revaccinate	0.8778	1.146	401
revaccination	0.8274	0.931	394
revalidate	0.8695	1.107	383
revalidation	0.8673	1.097	392
revalorization	0.3104	-0.489	335
revalorize	0.2760	-0.588	366
revaluate	0.6857	0.479	385
revaluation	0.7724	0.738	435
revalue	0.9160	1.352	381
revamp	0.9787	1.942	423
reveal	0.9920	2.227	373
revealed	0.9973	2.426	377
revealer	0.9585	1.684	410
revealing	0.9896	2.162	384
revealingly	0.9361	1.489	438
reveille	0.6667	0.426	438
revel	0.9640	1.743	389
revelation	0.9905	2.187	423
revelator	0.6288	0.325	361
revelatory	0.8759	1.137	419
reveler	0.8739	1.127	444
revelry	0.9167	1.356	384
revenant	0.5144	0.036	416
revenge	0.9974	2.431	391
revengeful	0.9299	1.444	385
revengefully	0.8465	1.007	417
revengefulness	0.8000	0.831	380
revenue	0.9976	2.439	420
revenuer	0.5056	0.014	358
reverb	0.9043	1.283	439
reverberant	0.8025	0.840	395
reverberate	0.9535	1.635	409
reverberating	0.9627	1.729	402
reverberation	0.9660	1.766	382
revere	0.9604	1.703	454
revered	0.9754	1.891	407
reverence	0.9843	2.043	446
reverend	0.9719	1.841	427
reverent	0.9594	1.693	394
reverential	0.8795	1.154	365
reverentially	0.8133	0.879	391
reverently	0.9413	1.529	409
reverie	0.8522	1.031	406
reversal	0.9905	2.185	420
reverse	0.9954	2.343	434
reversed	0.9881	2.125	419
reversely	0.7512	0.670	426
reverser	0.7389	0.633	383
reversibility	0.9801	1.965	402
reversible	0.9977	2.442	428
reversibly	0.8957	1.236	422
reversing	0.9877	2.116	407
reversion	0.8961	1.238	414
reversionary	0.5457	0.114	383
revert	0.9862	2.082	435
revertible	0.8210	0.907	419
revetment	0.1907	-0.864	388
review	0.9947	2.318	378
reviewability	0.8330	0.953	449
reviewable	0.9775	1.923	445
reviewer	0.9918	2.224	368
revile	0.9000	1.259	390
revilement	0.7211	0.580	398
reviler	0.7493	0.665	367
reviling	0.8710	1.114	411
revisable	0.9271	1.425	398
revisal	0.7188	0.573	416
revise	0.9902	2.179	409
revised	0.9901	2.176	405
reviser	0.8565	1.049	432
revision	0.9974	2.429	385
revisionary	0.9108	1.321	415
revisionism	0.8009	0.834	432
revisionist	0.9306	1.449	389
revisit	0.9875	2.111	400
revisualization	0.9425	1.539	348
revitalization	0.9886	2.138	440
revitalize	0.9896	2.161	383
revivable	0.9577	1.676	449
revival	0.9975	2.433	397
revivalism	0.9188	1.370	431
revivalist	0.9415	1.531	393
revive	0.9930	2.259	427
reviver	0.8962	1.239	395
revivification	0.6234	0.311	393
revivify	0.5294	0.073	357
reviving	0.9925	2.244	400
reviviscence	0.3380	-0.414	429
revocability	0.8432	0.993	389
revocable	0.9325	1.462	400
revocation	0.9201	1.378	413
revoke	0.9905	2.186	421
revolt	0.9953	2.339	424
revolting	0.9945	2.310	363
revoltingly	0.9665	1.772	418
revolute	0.5092	0.023	379
revolution	0.9976	2.439	420
revolutionarily	0.7976	0.822	247
revolutionary	0.9953	2.340	426
revolutionist	0.9648	1.753	398
revolutionize	0.9866	2.090	447
revolve	0.9926	2.245	403
revolver	0.9922	2.234	383
revolving	0.9975	2.432	395
revote	0.6864	0.480	389
revue	0.7981	0.824	416
revulsion	0.9621	1.722	369
revulsive	0.5307	0.076	375
reward	0.9978	2.446	446
rewarding	0.9902	2.179	409
rewardingly	0.9237	1.401	262
rewash	0.9306	1.448	432
reweave	0.8374	0.970	449
reweigh	0.6031	0.259	393
reweight	0.3915	-0.272	378
rewet	0.3772	-0.310	395
rewind	0.9913	2.208	459
rewire	0.9945	2.311	365
reword	0.8956	1.235	431
rework	0.9757	1.895	371
reworked	0.9849	2.055	397
rewound	0.9467	1.574	375
rewove	0.6082	0.272	388
rewoven	0.8515	1.028	377
rewrap	0.9628	1.729	349
rewrite	0.9867	2.093	376
rewriter	0.8398	0.980	387
rhapsodic	0.7973	0.822	370
rhapsodically	0.8106	0.869	417
rhapsodist	0.7136	0.558	391
rhapsodize	0.8412	0.985	403
rhapsody	0.9849	2.055	398
rhea	0.5841	0.210	416
rhenium	0.3152	-0.476	349
rheology	0.4780	-0.055	159
rheostat	0.5052	0.013	382
rhesus	0.6912	0.494	421
rhetoric	0.9742	1.872	387
rhetorical	0.9868	2.096	380
rhetorically	0.9851	2.059	403
rhetorician	0.7831	0.773	438
rheum	0.5157	0.039	413
rheumatic	0.9248	1.409	412
rheumatism	0.9262	1.418	420
rheumatoid	0.9529	1.629	382
rheumatology	0.9366	1.493	426
rheumy	0.5397	0.099	378
rhinestone	0.9886	2.138	440
rhinitis	0.6642	0.419	405
rhino	0.9976	2.436	409
rhinoceros	0.9605	1.705	405
rhinorrhea	0.3400	-0.408	150
rhinovirus	0.8048	0.848	374
rhizobium	0.3438	-0.398	128
rhizoid	0.4827	-0.043	404
rhizoidal	0.4122	-0.220	444
rhizomatous	0.3333	-0.426	417
rhizome	0.5778	0.194	379
rho	0.3675	-0.335	419
rhodium	0.7566	0.687	456
rhododendron	0.8715	1.116	389
rhodopsin	0.2384	-0.703	365
rhomb	0.2757	-0.589	399
rhombic	0.8044	0.847	450
rhombohedra	0.4229	-0.193	350
rhomboid	0.7703	0.731	431
rhomboidal	0.6986	0.515	428
rhombus	0.9552	1.651	402
rhonchus	0.1849	-0.885	411
rhubarb	0.9756	1.893	409
rhyme	0.9907	2.190	428
rhymester	0.3359	-0.419	390
rhyolite	0.2653	-0.620	147
rhythm	1.0000	2.576	385
rhythmic	0.9948	2.320	383
rhythmical	0.9596	1.695	396
rhythmically	0.9812	1.985	426
rhythmicity	0.6604	0.409	159
riant	0.0827	-1.360	399
rib	0.9977	2.444	438
ribald	0.6098	0.276	428
ribaldry	0.6143	0.288	433
riband	0.4225	-0.194	400
ribavirin	0.1779	-0.911	163
ribband	0.4102	-0.225	412
ribbed	0.9798	1.960	396
ribbing	0.9569	1.667	394
ribbon	0.9930	2.258	426
ribbonfish	0.5686	0.171	408
ribcage	0.9802	1.967	354
riboflavin	0.8708	1.113	449
ribonuclease	0.5125	0.031	361
ribonucleic	0.6851	0.477	397
ribose	0.5700	0.175	407
ribosomal	0.5764	0.191	144
ribosome	0.6849	0.476	438
ribozyme	0.6275	0.322	153
ribwort	0.2028	-0.821	424
rice	0.9945	2.309	361
ricebird	0.2241	-0.749	357
ricer	0.6958	0.507	424
rich	0.9976	2.438	415
richen	0.3141	-0.479	417
riches	0.9955	2.346	442
richly	0.9951	2.333	410
richness	0.9726	1.850	401
richweed	0.2374	-0.706	396
ricin	0.6646	0.421	164
rick	0.7793	0.761	426
rickets	0.9474	1.580	418
rickettsia	0.1154	-1.179	156
rickety	0.9572	1.671	421
rickrack	0.4933	-0.017	373
rickshaw	0.9416	1.532	411
ricochet	0.9479	1.584	403
ricotta	0.9772	1.917	394
rid	0.9921	2.230	378
riddance	0.9788	1.943	377
ridden	0.9714	1.835	385
ridding	0.8157	0.887	407
riddle	0.9977	2.445	443
riddling	0.8989	1.253	366
ride	1.0000	2.576	386
rider	0.9791	1.948	382
ridge	0.9931	2.263	435
ridged	0.9948	2.320	382
ridgepole	0.5796	0.199	383
ridgeway	0.8704	1.111	162
ridging	0.7758	0.749	455
ridicule	0.9895	2.159	380
ridiculer	0.7513	0.671	394
ridiculous	0.9952	2.337	420
ridiculously	0.9952	2.337	419
ridiculousness	0.9718	1.839	390
riding	0.9950	2.330	403
riel	0.0897	-1.317	390
rifampin	0.1032	-1.242	155
rife	0.9009	1.264	424
riff	0.9316	1.456	395
riffle	0.6348	0.341	408
riffraff	0.9318	1.457	425
rifle	0.9882	2.127	423
rifleman	0.9616	1.717	417
riflescope	0.7212	0.580	391
rifling	0.9484	1.589	407
rift	0.9843	2.043	382
rig	0.9949	2.326	396
rigatoni	0.8489	1.017	417
rigger	0.8944	1.229	445
rigging	0.9830	2.017	411
right	1.0000	2.576	402
righteous	0.9929	2.255	421
righteously	0.9829	2.016	410
righteousness	0.9929	2.255	421
righter	0.5907	0.227	408
rightful	0.9907	2.192	431
rightfully	0.9954	2.344	435
rightfulness	0.9319	1.458	426
rightist	0.7043	0.531	416
rightly	0.9920	2.228	374
rightmost	0.8341	0.957	422
rightness	0.8870	1.191	416
rightward	0.7786	0.758	402
rightwards	0.7242	0.589	417
rightwing	0.9304	1.448	460
righty	0.8490	1.017	351
rigid	0.9973	2.423	366
rigidify	0.6206	0.304	427
rigidity	0.9632	1.735	435
rigidly	0.9949	2.326	395
rigidness	0.9633	1.736	409
rigmarole	0.7483	0.661	437
rigor	0.9681	1.791	407
rigorist	0.6144	0.288	402
rigorous	0.9927	2.251	413
rigorously	0.9936	2.279	470
rigorousness	0.9137	1.338	394
rile	0.8895	1.204	344
riley	0.5406	0.101	394
rill	0.4286	-0.178	392
rim	0.9927	2.251	413
rime	0.4495	-0.126	396
rimless	0.9532	1.632	427
rimmed	0.9784	1.938	464
rimy	0.2014	-0.826	417
rind	0.9256	1.414	390
ring	0.9977	2.442	430
ringbolt	0.5556	0.138	378
ringbone	0.4176	-0.206	352
ringdove	0.3147	-0.477	375
ringed	0.9562	1.661	434
ringer	0.9928	2.252	415
ringgit	0.0831	-1.358	409
ringing	0.9950	2.327	397
ringleader	0.9948	2.322	387
ringlet	0.9392	1.512	411
ringmaster	0.9905	2.185	420
ringside	0.9470	1.576	396
ringsider	0.6561	0.398	442
ringtail	0.8222	0.911	433
ringtone	1.0000	2.576	438
ringworm	0.9953	2.340	426
rink	0.9539	1.639	369
rinse	0.9900	2.174	402
rinsing	0.9667	1.774	420
riot	0.9976	2.438	414
rioter	0.9089	1.309	406
rioting	0.9929	2.256	422
riotous	0.9169	1.358	373
riotously	0.8490	1.017	384
riotousness	0.8125	0.876	240
rip	0.9974	2.427	379
riparian	0.3733	-0.320	367
ripcord	0.9249	1.410	413
ripe	0.9951	2.332	409
ripen	0.9687	1.799	383
ripeness	0.9762	1.902	378
ripening	0.9909	2.197	439
riper	0.8253	0.923	458
riposte	0.6130	0.284	385
ripper	0.9863	2.084	365
ripping	0.9948	2.319	381
ripple	0.9923	2.238	390
rippling	0.9859	2.077	427
riprap	0.2990	-0.521	408
ripsaw	0.7740	0.743	416
ripsnorter	0.4275	-0.181	393
riptide	0.9591	1.690	391
rise	1.0000	2.576	393
risen	0.9816	1.991	380
riser	0.9855	2.067	413
rishi	0.1096	-1.208	146
risibility	0.4988	-0.003	417
risible	0.5379	0.094	396
risibly	0.4405	-0.148	227
rising	1.0000	2.576	407
risk	0.9974	2.429	386
riskily	0.7240	0.588	250
riskiness	0.9573	1.672	375
riskless	0.8764	1.139	356
risky	0.9955	2.346	442
risotto	0.9426	1.539	470
rissole	0.3342	-0.424	404
ritalin	0.8642	1.083	405
rite	0.9100	1.316	389
ritornelle	0.0920	-1.304	413
ritornello	0.1156	-1.178	398
ritual	0.9951	2.331	406
ritualism	0.9503	1.605	382
ritualistic	0.9786	1.940	420
ritualistically	0.9678	1.788	404
rituality	0.8575	1.053	435
ritualization	0.9621	1.722	132
ritualize	0.9688	1.801	385
ritualized	0.9837	2.031	430
ritually	0.9877	2.115	405
ritzy	0.8546	1.041	447
rival	0.9974	2.430	389
rivalry	0.9885	2.134	347
rive	0.3728	-0.321	405
river	0.9954	2.344	436
riverbank	0.9918	2.223	366
riverbed	0.9714	1.835	385
riverboat	0.9867	2.094	377
riverfront	0.9722	1.845	396
riverhead	0.8376	0.971	431
riverine	0.2920	-0.542	387
riverside	0.9921	2.231	379
riverward	0.6061	0.266	429
riverwards	0.5628	0.156	414
riverweed	0.7550	0.682	404
rivet	0.9791	1.948	383
riveter	0.8431	0.993	408
riveting	0.9884	2.133	432
riving	0.3270	-0.443	422
rivulet	0.7005	0.520	374
riyal	0.0964	-1.279	415
roach	0.9880	2.123	417
road	0.9973	2.426	377
roadbed	0.6047	0.263	387
roadblock	0.9786	1.940	421
roader	0.5177	0.044	396
roadhouse	0.9667	1.774	390
roadie	0.9122	1.329	410
roadman	0.8041	0.845	444
roadmap	0.9733	1.860	374
roadrunner	0.9761	1.901	461
roadshow	0.9772	1.918	395
roadside	1.0000	2.576	418
roadstead	0.4508	-0.122	386
roadster	0.9351	1.481	385
roadsweeper	0.9010	1.265	404
roadway	0.9927	2.250	411
roadwork	0.9828	2.013	406
roadworks	0.9250	1.410	400
roadworthiness	0.8958	1.236	259
roadworthy	0.9482	1.587	386
roam	0.9901	2.177	406
roamer	0.9661	1.768	384
roaming	0.9877	2.116	407
roan	0.5902	0.226	388
roar	0.9974	2.428	383
roaring	0.9972	2.420	359
roast	1.0000	2.576	424
roasted	1.0000	2.576	456
roaster	0.9814	1.988	377
roasting	0.9952	2.334	413
rob	0.9953	2.341	430
robber	1.0000	2.576	394
robbery	0.9975	2.434	401
robbing	0.9921	2.233	382
robe	0.9926	2.248	407
robin	0.9927	2.250	411
robot	0.9954	2.342	432
robotic	0.9950	2.329	401
robotics	0.9973	2.424	371
robotize	0.7979	0.824	386
robust	0.9973	2.424	369
robustly	0.9922	2.236	387
robustness	0.9872	2.105	392
roc	0.3415	-0.404	410
rock	0.9850	2.058	401
rockaway	0.6355	0.343	417
rockband	0.8953	1.234	382
rocker	0.9903	2.182	414
rockery	0.6527	0.389	383
rocket	1.0000	2.576	375
rocketry	0.8099	0.866	405
rockfish	0.8597	1.063	392
rockiness	0.9437	1.548	355
rocking	0.9974	2.430	389
rockingchair	0.8082	0.860	391
rocklike	0.7652	0.714	379
rockrose	0.2864	-0.558	405
rockshaft	0.5634	0.158	410
rockslide	0.9647	1.752	397
rockstar	0.9828	2.014	408
rockweed	0.5941	0.236	404
rockwork	0.6405	0.356	395
rocky	0.9902	2.178	408
rococo	0.5906	0.227	381
rod	0.9903	2.180	411
rode	0.9696	1.811	395
rodent	0.9896	2.161	383
rodeo	0.9977	2.444	436
rodman	0.4459	-0.135	148
rodomont	0.0654	-1.478	367
rodomontade	0.0825	-1.361	412
roe	0.8519	1.030	385
roebuck	0.6481	0.376	395
roentgen	0.2079	-0.803	428
roentgenogram	0.1806	-0.901	360
rogation	0.2185	-0.768	421
roger	0.9532	1.632	427
rogue	0.9977	2.441	427
roguery	0.7407	0.638	351
roguish	0.8607	1.067	359
roguishly	0.8771	1.143	407
roguishness	0.8676	1.098	408
roil	0.5983	0.246	346
roily	0.1639	-0.965	427
roister	0.4457	-0.135	368
roisterer	0.2943	-0.535	350
roistering	0.4051	-0.238	395
role	1.0000	2.576	385
roleplaying	0.9561	1.660	387
rolex	0.9228	1.395	259
roll	1.0000	2.576	443
rollaway	0.8545	1.041	385
rollback	0.9528	1.628	381
rolled	0.9926	2.245	403
roller	0.9954	2.343	433
rollerblade	1.0000	2.576	419
rollercoaster	0.9928	2.253	417
rollerskate	0.9846	2.049	390
rollick	0.5830	0.207	458
rollicking	0.7873	0.787	409
rollickingly	0.5887	0.222	231
rolling	0.9974	2.429	384
rollingpin	0.8608	1.068	388
rollout	0.9577	1.676	426
rollover	0.9800	1.963	400
rollway	0.5877	0.219	405
rolodex	0.7579	0.691	409
romaine	0.8710	1.114	403
roman	0.9789	1.946	380
romance	0.9954	2.344	435
romancer	0.9590	1.689	439
romancing	0.9830	2.018	412
romanesque	0.8928	1.220	401
romantic	0.9951	2.332	409
romantically	0.9928	2.254	419
romanticism	0.9952	2.334	413
romanticist	0.9803	1.969	407
romanticize	0.9769	1.913	390
romp	0.9587	1.686	436
romper	0.9167	1.356	384
romping	0.9784	1.936	416
rondo	0.4176	-0.206	376
rood	0.3929	-0.269	425
roof	0.9905	2.186	421
roofer	0.9702	1.818	369
roofing	0.9921	2.233	382
roofless	0.9140	1.340	407
roofline	0.8458	1.004	428
rooftop	0.9977	2.444	437
rooftree	0.3045	-0.506	404
rook	0.9495	1.598	376
rookery	0.8084	0.861	407
rookie	0.9950	2.328	399
rooky	0.6667	0.426	417
room	0.9952	2.335	414
roomed	0.8658	1.090	380
roomer	0.5697	0.174	423
roomful	0.8628	1.077	401
roominess	0.9252	1.412	428
roommate	0.9827	2.011	404
rooms	1.0000	2.576	434
roomy	0.9800	1.963	400
roost	0.9884	2.132	430
roosted	0.9560	1.659	432
rooster	0.9902	2.179	409
roosterfish	0.3295	-0.437	349
roosters	0.9875	2.112	401
root	0.9883	2.131	429
rootage	0.5623	0.155	393
rooted	0.9945	2.311	366
rootedness	0.7640	0.711	394
rooter	0.8535	1.036	389
roothold	0.6263	0.319	380
rootle	0.1303	-1.108	399
rootless	0.9571	1.670	396
rootlet	0.5156	0.039	384
rootling	0.5087	0.022	401
rootstalk	0.5823	0.206	419
rootstock	0.6150	0.289	387
rootworm	0.7330	0.615	397
rope	0.9930	2.258	426
ropedancer	0.5658	0.164	380
ropelike	0.8220	0.911	410
roper	0.8107	0.869	391
ropes	1.0000	2.576	426
ropewalk	0.8473	1.010	406
ropewalker	0.8618	1.072	427
ropeway	0.6527	0.388	357
ropey	0.7074	0.540	417
roping	0.9713	1.833	383
ropy	0.4538	-0.115	390
rosacea	0.7093	0.545	172
rosaceous	0.6182	0.298	406
rosary	0.9629	1.731	431
rose	0.9899	2.171	398
roseate	0.4048	-0.239	420
rosebay	0.3442	-0.397	398
rosebud	0.9825	2.009	401
rosebush	0.9464	1.571	448
rosefish	0.3667	-0.337	409
rosehip	0.7640	0.711	356
rosella	0.4456	-0.135	386
rosemary	0.9906	2.188	424
roseroot	0.4089	-0.228	428
rosette	0.9152	1.347	401
rosewater	0.9282	1.432	418
rosewood	0.9784	1.936	416
rosier	0.8028	0.841	360
rosily	0.7820	0.769	422
rosin	0.6554	0.396	415
rosiness	0.9296	1.442	412
rosinweed	0.2861	-0.559	388
roster	0.9576	1.675	401
rostra	0.3224	-0.456	397
rostral	0.2231	-0.753	130
rostrum	0.5889	0.222	433
rosy	0.9770	1.915	392
rot	0.9919	2.225	370
rotary	0.9948	2.322	387
rotatable	0.9233	1.399	391
rotate	0.9952	2.336	417
rotated	0.9956	2.350	451
rotating	0.9929	2.255	420
rotation	0.9974	2.431	390
rotational	0.9797	1.959	395
rotator	0.9689	1.802	418
rotatory	0.7907	0.799	129
rotavirus	0.7425	0.644	167
rote	0.8035	0.843	402
rotenone	0.1157	-1.177	389
rotgut	0.6615	0.412	390
rotifer	0.1918	-0.860	365
rotisserie	0.9565	1.664	437
rotogravure	0.2317	-0.724	410
rotor	0.9330	1.466	388
rotorcraft	0.6476	0.375	420
rotten	0.9877	2.116	406
rottenly	0.8110	0.870	381
rottenness	0.9252	1.412	428
rottenstone	0.2396	-0.699	384
rotting	0.9909	2.196	438
rotund	0.8869	1.190	389
rotunda	0.9087	1.308	416
rotundity	0.7756	0.748	401
rouge	0.9730	1.856	407
rough	0.9977	2.441	427
roughage	0.8366	0.967	410
roughcast	0.6710	0.438	386
roughen	0.8990	1.254	396
rougher	0.9704	1.821	439
roughhew	0.4646	-0.088	381
roughhewn	0.6856	0.478	439
roughhouse	0.9378	1.502	402
roughhousing	0.9242	1.405	409
roughing	0.9760	1.900	417
roughish	0.7823	0.770	418
roughly	0.9921	2.232	381
roughneck	0.9545	1.645	396
roughness	0.9974	2.431	391
roughrider	0.8859	1.185	412
roughshod	0.7282	0.600	401
roulade	0.6763	0.453	380
roulette	0.9834	2.025	362
round	0.9974	2.431	391
roundabout	0.9872	2.104	468
rounded	1.0000	2.576	422
roundedness	0.9219	1.389	384
roundel	0.4040	-0.240	396
roundelay	0.2808	-0.574	381
rounder	0.9665	1.772	388
roundhead	0.7951	0.814	410
roundhouse	0.9723	1.846	397
rounding	0.9952	2.335	416
roundish	0.9109	1.321	393
roundly	0.9438	1.549	409
roundness	0.9865	2.088	443
roundtable	0.9338	1.472	393
roundtrip	0.9515	1.617	392
roundup	0.9689	1.802	418
roundworm	0.9084	1.307	393
rouse	0.9401	1.520	434
rouser	0.7601	0.698	421
rousing	0.9835	2.027	364
rousingly	0.9218	1.389	371
roust	0.7778	0.755	405
roustabout	0.5919	0.230	397
rousting	0.8009	0.834	442
rout	0.7849	0.779	372
route	0.9977	2.442	431
router	0.9886	2.138	440
routine	0.9975	2.432	396
routinely	0.9909	2.196	438
routing	0.9804	1.970	408
roux	0.7293	0.604	362
rove	0.8524	1.032	332
rover	0.9840	2.037	375
roving	0.8975	1.245	400
row	0.9975	2.436	407
rowan	0.5311	0.077	418
rowanberry	0.4071	-0.233	366
rowboat	0.9742	1.873	388
rowdily	0.8854	1.183	253
rowdiness	0.9843	2.043	382
rowdy	0.9953	2.341	429
rowed	0.9760	1.900	417
rowel	0.2292	-0.733	384
rowen	0.3643	-0.343	387
rower	0.9425	1.539	400
rowing	0.9903	2.182	414
rowlock	0.2970	-0.527	404
royal	0.9971	2.415	345
royalism	0.9213	1.386	178
royalist	0.9751	1.886	402
royally	0.9786	1.939	373
royalty	1.0000	2.576	401
rub	0.9907	2.191	430
rubbed	1.0000	2.576	366
rubber	1.0000	2.576	396
rubberize	0.8738	1.127	412
rubberneck	0.9560	1.659	364
rubbernecker	0.9165	1.355	407
rubbers	0.9928	2.254	419
rubberstamp	0.9293	1.439	410
rubbery	0.9585	1.685	386
rubbing	0.9953	2.340	427
rubbish	0.9974	2.429	386
rubbishing	0.6234	0.311	385
rubbishy	0.6446	0.367	363
rubble	0.9974	2.428	382
rubblework	0.4309	-0.172	434
rubdown	0.9558	1.657	430
rube	0.6765	0.453	371
rubella	0.8309	0.945	408
rubicund	0.4430	-0.142	386
rubidium	0.5080	0.020	435
ruble	0.7692	0.727	377
rubout	0.4293	-0.176	375
rubric	0.8329	0.952	389
rubricate	0.3939	-0.266	396
ruby	0.9974	2.431	390
ruche	0.4410	-0.147	390
ruck	0.6684	0.431	395
rucksack	0.8987	1.252	375
ruckus	0.9490	1.594	412
ruction	0.2944	-0.535	411
rudder	0.9468	1.575	376
rudderless	0.8962	1.238	366
rudderpost	0.4163	-0.209	406
rudderstock	0.3454	-0.394	388
ruddily	0.6440	0.365	368
ruddiness	0.8850	1.181	426
ruddle	0.3155	-0.475	412
ruddy	0.9018	1.269	397
rude	0.9808	1.978	365
rudely	0.9929	2.256	422
rudeness	0.9852	2.061	405
rudiment	0.9495	1.598	376
rudimental	0.8298	0.940	376
rudimentarily	0.8640	1.082	250
rudimentary	0.9821	2.001	392
rue	0.9391	1.512	427
rueful	0.9225	1.393	374
ruefully	0.9253	1.412	415
ruefulness	0.8983	1.250	413
ruff	0.8797	1.155	374
ruffed	0.7837	0.775	393
ruffian	0.9055	1.290	434
ruffle	0.9854	2.065	411
ruffled	0.9926	2.248	408
ruffling	0.9553	1.652	403
rug	0.9952	2.337	419
rugby	0.9952	2.336	418
rugged	0.9833	2.022	418
ruggedly	0.9770	1.914	434
ruggedness	0.9875	2.111	399
ruin	1.0000	2.576	379
ruination	0.7688	0.726	385
ruined	0.9947	2.319	380
ruing	0.6553	0.396	412
ruinous	0.8806	1.159	427
ruinously	0.7675	0.722	400
rulable	0.5129	0.032	427
rule	0.9951	2.332	409
