word	pknown	prevalence	nobs
advertise	0.9940	2.292	332
advertisement	0.9948	2.319	381
advertiser	0.9904	2.183	416
advertising	0.9931	2.261	432
advertize	0.8393	0.978	392
advertorial	0.5367	0.091	354
advice	1.0000	2.576	387
advisability	0.9593	1.693	418
advisable	0.9928	2.254	418
advisableness	0.5185	0.046	243
advisably	0.9283	1.433	265
advise	0.9928	2.252	415
advised	0.9931	2.261	432
advisedly	0.8711	1.114	380
advisedness	0.5450	0.112	222
advisee	0.8210	0.907	391
advisement	0.9036	1.279	446
adviser	0.9644	1.748	393
advisor	0.9950	2.327	398
advisory	0.9974	2.431	391
advocacy	0.9930	2.260	430
advocate	0.9975	2.433	398
advocator	0.9245	1.407	424
advocatory	0.7786	0.758	402
adyta	0.0188	-1.985	373
adytum	0.0868	-1.335	403
adz	0.2105	-0.795	380
adze	0.3303	-0.435	433
adzuki	0.1869	-0.878	428
aecidium	0.1532	-1.008	385
aegis	0.6557	0.397	395
aeon	0.7229	0.585	166
aerate	0.8450	1.001	413
aeration	0.8545	1.040	426
aerator	0.8277	0.932	383
aerial	0.9877	2.117	408
aerialist	0.8791	1.152	430
aerially	0.8905	1.208	420
aerie	0.7278	0.599	349
aero	0.9318	1.457	381
aerobatic	0.9251	1.411	374
aerobatics	0.9246	1.408	398
aerobe	0.5553	0.138	380
aerobic	0.9877	2.117	408
aerobically	0.9243	1.406	370
aerobics	0.9881	2.125	420
aerobiological	0.7553	0.683	376
aerobiology	0.7475	0.659	408
aerodonetics	0.2494	-0.669	393
aerodrome	0.7644	0.712	416
aerodynamic	0.9821	2.000	446
aerodynamicist	0.8134	0.879	418
aerodynamics	0.9790	1.947	381
aerodyne	0.5782	0.195	422
aeroembolism	0.4850	-0.037	367
aerofoil	0.6667	0.426	417
aerogram	0.6500	0.381	420
aerogramme	0.4375	-0.156	400
aerograph	0.7124	0.554	386
aerographer	0.6984	0.514	368
aerographic	0.7749	0.746	382
aerologic	0.5548	0.136	438
aerologist	0.7019	0.524	359
aeromechanical	0.8659	1.090	410
aeromechanics	0.9167	1.356	396
aerometer	0.8043	0.846	368
aerometric	0.6765	0.453	405
aerometry	0.4408	-0.148	422
aeronaut	0.8519	1.030	412
aeronautic	0.9569	1.667	394
aeronautical	0.9604	1.704	404
aeronautically	0.9367	1.493	237
aeronautics	0.9668	1.776	452
aeroneurosis	0.4695	-0.076	394
aerophobia	0.8271	0.930	428
aerosol	0.9867	2.094	452
aerospace	0.9763	1.904	422
aerosphere	0.8342	0.957	404
aerostat	0.6256	0.317	398
aerostatic	0.8144	0.882	404
aerostatics	0.7425	0.644	400
aerostation	0.7035	0.529	371
aerotherapeutics	0.6504	0.382	369
aertex	0.2301	-0.730	439
aesthete	0.6131	0.284	429
aesthetic	0.9881	2.125	420
aesthetical	0.8672	1.096	399
aesthetically	0.9821	2.001	447
aesthetician	0.8744	1.130	422
aestheticism	0.9171	1.359	362
aesthetics	0.9854	2.064	410
afar	0.9535	1.635	409
afeard	0.3837	-0.293	344
affability	0.8781	1.147	402
affable	0.9133	1.335	415
affableness	0.7121	0.553	257
affably	0.8522	1.031	379
affair	0.9976	2.437	410
affaire	0.5042	0.010	361
affect	0.9929	2.255	420
affectation	0.8869	1.190	398
affected	0.9976	2.440	421
affectedly	0.8319	0.949	351
affectedness	0.8086	0.861	256
affecter	0.6040	0.261	404
affecting	0.9922	2.234	383
affectingly	0.7972	0.821	429
affection	0.9975	2.434	403
affectionate	0.9930	2.259	428
affectionately	1.0000	2.576	383
affectionateness	0.5461	0.115	401
affective	0.9478	1.583	402
affectively	0.8822	1.167	348
affectivity	0.7954	0.815	435
affectless	0.7902	0.797	386
afferent	0.3419	-0.403	351
affiance	0.5949	0.238	390
affiant	0.4478	-0.130	402
affidavit	0.9075	1.301	400
affiliate	0.9900	2.173	400
affiliation	0.9952	2.335	415
affine	0.3415	-0.404	451
affined	0.3666	-0.337	371
affinitive	0.9100	1.316	411
affinity	0.9803	1.969	407
affirm	0.9794	1.953	388
affirmable	0.9531	1.631	384
affirmance	0.6304	0.330	138
affirmation	0.9877	2.117	408
affirmative	0.9949	2.324	392
affirmatively	0.9811	1.983	424
affirmer	0.8655	1.089	446
affix	0.9398	1.517	382
affixation	0.8816	1.164	397
affixer	0.7587	0.694	373
affixture	0.6641	0.419	384
afflation	0.3841	-0.292	427
afflatus	0.1444	-1.045	381
afflict	0.9749	1.884	399
afflicted	0.9973	2.423	368
afflicter	0.7016	0.523	449
afflicting	0.9905	2.187	422
affliction	0.9951	2.331	407
afflictive	0.8141	0.881	398
afflictively	0.5148	0.037	270
affluence	0.9951	2.331	407
affluent	0.9926	2.247	406
affluently	0.9880	2.124	251
afflux	0.6439	0.365	396
afford	0.9973	2.423	368
affordability	0.9877	2.116	406
affordable	0.9973	2.422	365
afforest	0.2362	-0.710	398
afforestation	0.3576	-0.361	165
affranchise	0.4026	-0.244	390
affray	0.6289	0.326	380
affricate	0.2564	-0.647	390
affricated	0.2194	-0.765	351
affrication	0.2123	-0.788	405
affricative	0.3097	-0.491	381
affright	0.4453	-0.136	393
affrighted	0.4905	-0.024	420
affrightedly	0.3319	-0.430	232
affront	0.9475	1.581	438
affronted	0.9476	1.582	401
affronter	0.6328	0.336	403
affronting	0.8543	1.040	446
affrontingly	0.6595	0.407	232
afghan	0.9722	1.845	360
aficionado	0.8472	1.010	373
afield	0.7812	0.767	393
afire	0.7971	0.821	409
aflame	0.9310	1.452	406
afloat	0.9975	2.435	404
aflutter	0.8056	0.851	360
afoot	0.9612	1.712	412
afore	0.8106	0.869	417
aforehand	0.7512	0.670	410
aforementioned	0.9729	1.855	443
aforesaid	0.7539	0.679	451
aforethought	0.7793	0.760	376
aforetime	0.6307	0.330	398
aforetimes	0.6674	0.428	451
afoul	0.7734	0.741	406
afraid	0.9951	2.332	409
afresh	0.8351	0.961	370
afro	0.9636	1.738	439
aft	0.8579	1.055	373
after	0.9948	2.322	387
afterbirth	0.9899	2.170	396
afterburner	0.8758	1.136	459
afterburning	0.8500	1.022	380
aftercare	0.9607	1.707	382
afterdamp	0.2786	-0.580	384
afterdeck	0.5823	0.206	395
aftereffect	0.8516	1.028	384
aftergame	0.7749	0.746	391
afterglow	0.9810	1.981	421
afterguard	0.6807	0.465	404
afterhours	0.9192	1.372	396
afterimage	0.6675	0.428	409
afterlife	0.9903	2.180	411
afterload	0.7403	0.637	154
aftermarket	0.8709	1.113	395
aftermath	0.9922	2.236	387
aftermost	0.7132	0.556	387
afternoon	0.9978	2.446	445
afternoons	0.9948	2.319	381
afterparty	0.9309	1.451	391
afterpiece	0.6786	0.459	392
aftersale	0.8184	0.897	369
afterschool	0.9130	1.334	345
aftershave	0.9924	2.241	395
aftershock	0.9976	2.438	416
aftertaste	0.9823	2.004	452
afterthought	0.9748	1.882	437
aftertime	0.7506	0.669	389
aftertimes	0.6873	0.483	403
afterward	0.9924	2.242	397
afterwards	0.9901	2.175	404
afterword	0.9167	1.356	360
afterworld	0.8955	1.235	421
again	0.9974	2.431	390
against	0.9950	2.330	404
agama	0.1468	-1.035	395
agamid	0.0945	-1.290	402
agapanthus	0.3186	-0.467	361
agape	0.9255	1.414	376
agar	0.6459	0.370	418
agarose	0.2036	-0.818	167
agate	0.8816	1.164	397
agateware	0.2344	-0.716	418
agave	0.8175	0.894	400
age	0.9976	2.440	422
aged	1.0000	2.576	406
agedly	0.7040	0.530	223
agedness	0.7103	0.548	252
ageism	0.8965	1.240	425
ageist	0.8642	1.083	405
ageless	0.9973	2.426	377
agelessness	0.9318	1.457	396
agency	0.9956	2.351	453
agenda	0.9873	2.107	394
agendum	0.5500	0.124	400
agenesis	0.4268	-0.183	396
agent	0.9975	2.432	394
agential	0.3113	-0.487	408
agentive	0.3119	-0.485	388
ager	0.5175	0.043	458
ageratum	0.1387	-1.070	411
aggie	0.4420	-0.144	371
aggiornamento	0.1035	-1.240	367
agglomerate	0.5224	0.056	379
agglomerated	0.5534	0.133	412
agglomeration	0.5701	0.175	421
agglomerative	0.4221	-0.195	417
agglutinant	0.2558	-0.649	391
agglutinate	0.3620	-0.349	384
agglutination	0.3775	-0.309	400
agglutinative	0.2530	-0.657	332
agglutinin	0.1544	-1.003	395
aggradation	0.4444	-0.138	162
aggrandize	0.6618	0.413	414
aggrandizement	0.6097	0.276	392
aggrandizer	0.5899	0.225	417
aggravate	0.9833	2.022	418
aggravated	0.9887	2.141	444
aggravating	0.9848	2.053	395
aggravatingly	0.8914	1.213	405
aggravation	0.9824	2.005	397
aggravator	0.9704	1.820	371
aggregate	0.9812	1.984	425
aggregately	0.7866	0.785	253
aggregation	0.9707	1.826	376
aggregative	0.7885	0.791	416
aggregator	0.9173	1.360	411
aggress	0.6684	0.431	389
aggression	0.9903	2.181	413
aggressive	0.9977	2.441	427
aggressively	0.9929	2.256	423
aggressiveness	0.9880	2.122	415
aggressor	0.9899	2.169	395
aggrieve	0.8602	1.065	422
aggrieved	0.9163	1.354	454
aggrievedly	0.7068	0.538	249
aghast	0.9423	1.537	381
agile	0.9901	2.177	406
agilely	0.7728	0.739	405
agility	0.9922	2.235	386
aging	0.9761	1.901	419
agitate	0.9774	1.920	442
agitated	0.9925	2.244	400
agitatedly	0.8850	1.181	374
agitation	0.9905	2.185	420
agitator	0.9705	1.823	407
agitprop	0.2657	-0.619	414
agleam	0.3947	-0.264	418
aglet	0.3818	-0.298	406
agley	0.1226	-1.144	416
aglitter	0.5206	0.051	388
aglow	0.8824	1.168	357
agnail	0.1151	-1.180	391
agnate	0.4129	-0.218	402
agnatic	0.2203	-0.762	395
agnation	0.2582	-0.642	368
agnomen	0.2793	-0.578	444
agnosia	0.4175	-0.206	400
agnostic	0.9829	2.015	409
agnostically	0.9364	1.491	220
agnosticism	0.9325	1.462	385
ago	0.9871	2.102	387
agog	0.7308	0.608	442
agonic	0.3209	-0.460	402
agonist	0.7106	0.549	432
agonistic	0.8042	0.846	383
agonistically	0.7562	0.686	242
agonistics	0.6853	0.477	394
agonize	0.9884	2.133	432
agonizing	0.9926	2.247	406
agonizingly	0.9865	2.090	446
agony	0.9903	2.181	413
agora	0.6435	0.364	418
agoraphobia	0.9398	1.517	382
agoraphobic	0.9153	1.348	413
agouti	0.1847	-0.886	379
agrarian	0.7656	0.716	418
agrarianism	0.6085	0.273	401
agree	1.0000	2.576	423
agreeability	0.9189	1.370	407
agreeable	1.0000	2.576	374
agreeableness	0.8831	1.171	402
agreeably	0.9886	2.138	440
agreed	0.9951	2.333	410
agreeing	0.9975	2.433	397
agreement	1.0000	2.576	397
agribusiness	0.7200	0.576	400
agricultural	0.9886	2.136	437
agriculturalist	0.9888	2.141	445
agriculturally	0.9812	1.984	425
agriculture	0.9974	2.431	392
agriculturist	0.9564	1.663	413
agrobacterium	0.5519	0.129	154
agrobiologist	0.7912	0.801	388
agrochemical	0.7442	0.649	387
agrological	0.4580	-0.104	369
agrology	0.3362	-0.418	354
agronomic	0.7196	0.575	378
agronomical	0.6543	0.393	376
agronomics	0.7711	0.734	402
agronomist	0.6944	0.503	432
agronomy	0.6354	0.343	395
aground	0.8654	1.088	364
ague	0.5404	0.100	433
aguish	0.3509	-0.379	379
ah	0.9385	1.508	358
aha	0.7854	0.781	424
ahead	1.0000	2.576	413
ahem	0.9074	1.301	378
ahimsa	0.0977	-1.272	440
ahistoric	0.5161	0.040	372
ahistorical	0.6181	0.297	144
ahold	0.7688	0.726	160
ahoy	0.9739	1.868	383
aid	0.9928	2.254	418
aide	0.9687	1.799	383
aider	0.5976	0.245	415
aides	0.9235	1.400	392
aidless	0.8015	0.836	413
aids	0.9954	2.342	432
aigrette	0.1304	-1.107	414
aiguillette	0.2159	-0.776	477
aikido	0.5897	0.225	429
ail	0.8108	0.869	407
ailanthus	0.1216	-1.149	403
aileron	0.3593	-0.357	437
ailing	0.9583	1.682	408
ailment	0.9858	2.073	422
aim	0.9930	2.260	430
aimer	0.6327	0.336	373
aiming	0.9976	2.437	413
aimless	0.9897	2.165	389
aimlessly	0.9949	2.325	393
aimlessness	0.9753	1.889	405
air	1.0000	2.576	405
airbag	0.9976	2.438	416
airbase	0.9657	1.763	437
airbed	0.9187	1.369	369
airboat	0.8880	1.196	393
airborne	0.9973	2.424	369
airbrush	0.9925	2.244	400
aircraft	0.9976	2.437	413
aircraftman	0.8467	1.008	424
aircraftsman	0.8710	1.114	442
aircrew	0.9368	1.494	380
airdrome	0.4906	-0.023	481
airdrop	0.8471	1.009	412
airfare	0.9713	1.833	453
airfield	0.9842	2.040	379
airflow	1.0000	2.576	450
airfoil	0.6573	0.401	391
airforce	0.9518	1.619	456
airframe	0.7535	0.678	353
airfreight	0.9100	1.316	400
airhead	0.9924	2.240	393
airily	0.8350	0.961	406
airiness	0.9040	1.281	427
airing	0.9714	1.834	419
airless	0.9648	1.752	369
airlift	0.9875	2.111	400
airline	0.9974	2.428	381
airliner	0.9832	2.021	417
airlock	0.9833	2.022	418
airmail	0.9716	1.838	388
airman	0.9590	1.690	415
airmanship	0.8312	0.946	391
airmobile	0.6776	0.456	366
airpark	0.6538	0.392	416
airplane	0.9975	2.435	406
airplay	0.9341	1.474	410
airport	0.9955	2.346	441
airpower	0.9061	1.293	426
airproof	0.8564	1.049	376
airscrew	0.4665	-0.083	403
airshaft	0.9286	1.435	378
airship	0.9699	1.815	399
airshow	0.9654	1.759	433
airsick	0.9066	1.296	396
airsickness	0.9292	1.439	424
airspace	0.9855	2.067	413
airspeed	0.9672	1.781	427
airstream	0.9747	1.880	395
airstrike	0.9796	1.956	441
airstrip	0.9879	2.120	413
airtight	0.9755	1.892	408
airtime	0.9904	2.184	418
airwards	0.5941	0.236	372
airwave	0.9902	2.179	409
airway	1.0000	2.576	378
airwoman	0.7178	0.570	404
airworthiness	0.7135	0.557	377
airworthy	0.8756	1.135	394
airy	0.9647	1.752	397
aisle	0.9857	2.072	350
aisled	0.6553	0.396	412
aitch	0.2126	-0.788	381
aitchbone	0.0907	-1.312	419
ajar	0.9637	1.740	441
aka	0.6423	0.361	246
akimbo	0.7241	0.588	424
akin	0.9395	1.515	413
al	0.4062	-0.235	224
ala	0.3701	-0.328	354
alabaster	0.9229	1.396	376
alack	0.5259	0.064	386
alackaday	0.2729	-0.597	414
alacritous	0.4479	-0.130	413
alacrity	0.7506	0.669	385
alameda	0.3872	-0.284	390
alanine	0.3725	-0.322	153
alar	0.1894	-0.869	132
alarm	1.0000	2.576	427
alarmclock	0.7731	0.740	238
alarmed	0.9975	2.434	403
alarming	1.0000	2.576	408
alarmingly	0.9857	2.071	419
alarmism	0.8157	0.887	369
alarmist	0.9710	1.829	345
alarum	0.2410	-0.695	390
alary	0.1139	-1.186	404
alas	0.9710	1.829	414
alb	0.2190	-0.766	379
alba	0.5369	0.092	406
albacore	0.7286	0.602	398
albatross	0.9577	1.676	402
albedo	0.2697	-0.607	152
albeit	0.9136	1.338	359
albescence	0.2029	-0.821	419
albinism	0.8076	0.858	421
albino	0.9924	2.241	396
album	0.9974	2.431	392
albumen	0.6594	0.406	367
albumenize	0.3220	-0.457	413
albumin	0.6113	0.280	391
albuminoidal	0.2846	-0.563	376
albuminuria	0.2424	-0.690	132
albuterol	0.5874	0.219	143
alcazar	0.4675	-0.081	400
alchemic	0.8597	1.063	385
alchemical	0.6855	0.478	407
alchemically	0.8010	0.834	201
alchemist	0.9787	1.942	423
alchemistic	0.8981	1.249	422
alchemistical	0.5260	0.065	384
alchemize	0.7952	0.814	415
alchemy	0.9724	1.847	398
alcohol	0.9976	2.437	411
alcoholic	0.9900	2.173	401
alcoholically	0.6457	0.370	223
alcoholism	0.9974	2.429	384
alcoholmeter	0.4936	-0.016	389
alcoholometry	0.3492	-0.383	378
alcove	0.9409	1.526	423
aldehyde	0.4934	-0.016	152
alder	0.7593	0.696	428
alderman	0.7330	0.615	397
aldermanic	0.2342	-0.717	363
aldermanity	0.1253	-1.131	391
aldermanship	0.6156	0.291	398
alderwoman	0.6446	0.367	408
aldosterone	0.2609	-0.633	138
ale	0.9829	2.015	409
aleck	0.3014	-0.515	418
alee	0.2997	-0.519	397
alehouse	0.8668	1.095	413
alembic	0.2899	-0.547	407
aleph	0.3634	-0.346	377
alephs	0.3120	-0.485	407
alert	0.9950	2.328	400
alertly	0.8811	1.161	412
alertness	0.9930	2.261	431
alewife	0.3661	-0.339	407
alexandrine	0.4142	-0.215	408
alexandrite	0.5537	0.134	363
alexia	0.4005	-0.250	407
alexic	0.1894	-0.869	396
alexipharmic	0.1040	-1.238	404
alfalfa	0.9040	1.281	375
alfresco	0.9032	1.277	444
alga	0.4128	-0.218	436
algae	0.9828	2.013	406
algaecide	0.6231	0.310	467
algal	0.3216	-0.458	398
algarroba	0.0528	-1.578	417
algebra	0.9894	2.157	377
algebraic	0.9680	1.790	406
algebraically	0.9254	1.413	429
algebraist	0.6516	0.385	419
algid	0.1396	-1.066	394
algidity	0.1483	-1.029	472
alginate	0.4161	-0.210	423
algoid	0.2020	-0.824	406
algolagnic	0.0818	-1.366	391
algological	0.3243	-0.451	404
algologist	0.2925	-0.540	465
algometry	0.3261	-0.446	414
algorism	0.5000	-0.000	398
algorithm	0.9305	1.448	403
algorithmic	0.9478	1.583	402
alias	0.9872	2.104	390
alibi	0.9662	1.769	414
alidade	0.1055	-1.229	398
alien	0.9899	2.171	397
alienability	0.7203	0.577	429
alienable	0.8283	0.935	396
alienate	0.9877	2.115	405
alienation	0.9792	1.950	385
alienator	0.8900	1.206	400
alienist	0.7213	0.580	427
aliens	0.9975	2.434	400
alight	0.9176	1.362	376
align	0.9901	2.176	405
aligner	0.7558	0.685	389
alignment	0.9899	2.170	396
alike	0.9976	2.438	415
alikeness	0.7829	0.773	258
aliment	0.6418	0.360	416
alimental	0.5103	0.026	388
alimentary	0.6422	0.360	422
alimentation	0.6039	0.261	409
alimentative	0.4838	-0.040	463
alimony	0.9508	1.610	386
aliped	0.1106	-1.203	398
aliphatic	0.2493	-0.669	373
aliquant	0.2573	-0.644	412
aliquot	0.2424	-0.690	396
alit	0.4795	-0.051	390
alive	0.9947	2.315	374
aliveness	0.6502	0.382	406
alizarin	0.1169	-1.171	402
alkahest	0.0471	-1.629	403
alkalescency	0.2155	-0.778	399
alkali	0.8623	1.075	385
alkalimeter	0.5825	0.206	388
alkaline	0.9907	2.192	431
alkalinity	0.8329	0.952	377
alkalinize	0.8084	0.861	428
alkalization	0.8367	0.968	392
alkalize	0.8265	0.928	392
alkaloid	0.9067	1.297	375
alkalosis	0.3788	-0.305	396
alkane	0.4182	-0.204	165
alkanet	0.1275	-1.121	400
alkene	0.4080	-0.230	174
alky	0.2588	-0.640	398
alkyd	0.2164	-0.775	476
alkyl	0.4617	-0.095	405
alkylation	0.3854	-0.288	397
all	0.9948	2.322	386
allantois	0.0496	-1.606	121
allay	0.6845	0.475	393
allayer	0.3098	-0.491	368
allayment	0.3907	-0.275	389
allegation	0.9790	1.947	381
allege	0.8519	1.029	432
allegeable	0.7118	0.552	399
alleged	0.9776	1.923	401
allegedly	0.9847	2.050	391
alleger	0.5440	0.109	364
allegiance	0.9975	2.435	406
allegiant	0.7063	0.537	412
allegoric	0.8651	1.087	393
allegorical	0.9045	1.284	419
allegorically	0.9071	1.299	409
allegorist	0.8098	0.866	368
allegoristic	0.7597	0.697	412
allegorize	0.7928	0.806	391
allegory	0.9458	1.566	424
allegretto	0.6574	0.401	432
allegro	0.9120	1.328	409
allele	0.5413	0.103	412
allelic	0.2450	-0.682	400
alleluia	0.5955	0.239	403
allemande	0.4447	-0.138	425
allergen	0.9753	1.889	405
allergenic	0.9559	1.658	408
allergic	0.9908	2.195	436
allergist	0.9251	1.411	387
allergy	0.9977	2.444	437
alleviate	0.9800	1.963	449
alleviation	0.9512	1.614	410
alleviative	0.8545	1.041	378
alleviator	0.8417	0.988	417
alleviatory	0.6899	0.490	387
alley	0.9905	2.187	423
alleyway	0.9443	1.554	449
alliaceous	0.2015	-0.826	402
alliance	0.9928	2.252	414
allied	0.9903	2.180	412
allies	0.9905	2.186	421
alligator	0.9898	2.169	394
alliterate	0.8600	1.064	400
alliteration	0.9704	1.821	372
alliterative	0.8557	1.046	388
alliteratively	0.7985	0.826	263
alliterativeness	0.7273	0.598	187
allium	0.4956	-0.011	450
allocable	0.5257	0.064	409
allocate	0.9924	2.241	396
allocation	0.9799	1.962	398
allocative	0.7134	0.557	164
allocator	0.9183	1.367	404
allocution	0.6438	0.365	379
allogeneic	0.5302	0.075	149
allograft	0.2194	-0.765	433
allograph	0.4986	-0.003	363
allomorph	0.3555	-0.367	436
allomorphic	0.5470	0.117	362
allonym	0.2671	-0.614	423
allopath	0.3213	-0.459	414
allopathic	0.5012	0.003	417
allopathically	0.4367	-0.158	245
allophone	0.3052	-0.504	344
allopolyploid	0.2005	-0.829	404
allopurinol	0.2158	-0.777	139
allosteric	0.2973	-0.526	148
allot	0.7184	0.572	419
allotment	0.9577	1.676	426
allotrope	0.5911	0.228	428
allotropic	0.6112	0.280	409
allotropically	0.4237	-0.191	262
allotropy	0.4706	-0.073	374
allotter	0.5050	0.012	404
allover	0.4665	-0.083	403
allow	0.9899	2.171	398
allowable	0.9808	1.977	364
allowableness	0.4239	-0.190	243
allowably	0.7918	0.803	269
allowance	0.9951	2.332	409
allowedly	0.5731	0.182	253
alloy	0.9764	1.905	423
allspice	0.8849	1.180	391
allude	0.9591	1.691	367
allure	0.9842	2.041	443
allurement	0.7477	0.659	432
allurer	0.6850	0.476	419
alluring	0.9830	2.018	412
alluringly	0.9355	1.484	372
alluringness	0.7233	0.586	206
allusion	0.8775	1.144	408
allusive	0.8886	1.199	386
allusively	0.8403	0.982	382
allusiveness	0.8955	1.235	421
alluvia	0.4282	-0.179	404
alluvial	0.5685	0.171	394
alluvium	0.5372	0.093	376
ally	0.9686	1.798	414
alma	0.7980	0.824	391
almagest	0.1495	-1.024	388
almanac	0.9396	1.515	364
almandine	0.4476	-0.130	420
almightily	0.7240	0.588	250
almightiness	0.8656	1.089	424
almighty	0.9974	2.427	380
almond	0.9949	2.324	391
almoner	0.2248	-0.747	427
almonry	0.1165	-1.174	395
almost	0.9975	2.434	403
alms	0.8175	0.894	400
almsgiver	0.7005	0.520	384
almsgiving	0.6496	0.380	371
almshouse	0.6588	0.405	422
almsman	0.5884	0.221	413
almswoman	0.5784	0.196	408
alnico	0.0450	-1.649	400
aloe	0.9819	1.996	386
aloft	0.9770	1.914	434
aloha	0.9323	1.461	384
alone	0.9952	2.334	413
aloneness	0.8513	1.027	390
along	0.9924	2.241	396
alongshore	0.6831	0.471	467
alongside	0.9789	1.945	379
aloof	0.9806	1.974	413
aloofly	0.6718	0.440	390
aloofness	0.9467	1.574	413
alopecia	0.7562	0.686	443
aloud	0.9955	2.347	443
alp	0.8475	1.011	387
alpaca	0.9277	1.429	415
alpenglow	0.2173	-0.772	382
alpenhorn	0.3088	-0.494	421
alpenstock	0.2372	-0.707	409
alpha	0.9922	2.234	384
alphabet	0.9954	2.343	434
alphabetic	0.9804	1.971	409
alphabetical	0.9896	2.162	384
alphabetically	0.9925	2.244	401
alphabetization	0.9213	1.386	394
alphabetize	0.9597	1.696	397
alphabetizer	0.8667	1.094	390
alphanumeric	0.9012	1.266	425
alphanumerical	0.9406	1.524	404
alphorn	0.1821	-0.896	390
alpine	0.9881	2.126	421
alpinism	0.4869	-0.032	421
alpinist	0.5911	0.228	428
alprazolam	0.2632	-0.626	114
already	0.9975	2.433	397
alright	0.9519	1.620	395
alsike	0.0220	-1.931	364
also	1.0000	2.576	400
alt	0.7709	0.733	419
altar	0.9903	2.182	414
altarpiece	0.8527	1.033	387
alter	0.9906	2.190	427
alterability	0.8575	1.053	407
alterable	0.9433	1.545	388
alterably	0.7176	0.569	386
alteration	0.9973	2.426	376
alterative	0.6375	0.348	389
altercate	0.8621	1.074	428
altercation	0.9863	2.084	437
altercative	0.5177	0.044	396
alternant	0.4833	-0.042	418
alternate	0.9977	2.443	435
alternately	0.9754	1.890	406
alternating	0.9973	2.426	376
alternation	0.8519	1.029	432
alternative	1.0000	2.576	378
alternatively	0.9948	2.320	383
alternativeness	0.7109	0.550	256
alternator	0.9628	1.730	403
althea	0.3299	-0.436	385
althorn	0.1304	-1.107	391
although	0.9932	2.266	441
altimeter	0.8141	0.882	382
altimetry	0.4621	-0.094	409
altissimo	0.5567	0.141	397
altitude	0.9858	2.075	424
altitudinal	0.7653	0.715	426
alto	0.9336	1.471	422
altogether	0.9767	1.910	386
altruism	0.9364	1.491	409
altruist	0.9063	1.295	395
altruistic	0.9256	1.414	336
altruistically	0.9267	1.421	409
